study_id,study_slug,included_status,title,pmid,year_published,journal_published,article_type_general,article_type_specific,open_access,data_available,data_availability_notes,imaging_modality,resolution,sample_size_number,sample_size_notes,model_system,model_system_specific,organelles,quantifications,comparators_conditions,comments,source_file,source_sheet,source_repo_url,source_commit
Mocaer 2023,mocaer-2023,included,Targeted volume correlative light and electron microscopy of an environmental marine microorganism.,37455654,2023,Journal of Cell Science,Technical Article,Tools and Resources,Yes,Yes,The FIB-SEM datasets generated during this study are available at Electron Microscopy Public Image Archive (EMPIAR) under the accession number EMPIAR11399. The complete dataset and associated segmentation can be visualized and interacted with using MoBIE (https://github.com/mobie/environmentaldinoflagellate-vCLEM).,FIB-SEM,8nm isotropic,1,,Flagellate protist,Ensiculifera tyrrhenica (dinoflagellate),"Nucleus; Mitochondria; Chloroplast/Plastid; Golgi; Flagella/cilia; Other: starch aggregates, trichocyst, mucocyst",Volume; Volume fraction; Dimensions; Count/#,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Motta 2010,motta-2010,included,The bacterium endosymbiont of Crithidia deanei undergoes coordinated division with the host cell nucleus.,20865129,2010,PLoS ONE,Research Article,Research Article,Yes,No,,FIB-SEM,xy? 113.5 um z,1,"""The description of events and timings in the C. deanei cell cycle were based on counts of 1000 cells.""",Flagellate protist,trypanosomatid Crithidia deanei with bacterial endosymbiont,"Nucleus; Flagella/cilia; Other: bacterial endosymbiont, red object either kinetoplast or basal body",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Muller 2021,muller-2021,included,3D FIB-SEM reconstruction of microtubule-organelle interaction in whole primary mouse Î² cells.,33326005,2021,Journal of Cell Biology,Research Article,Report,Yes,Yes,Segmentation masks and crops of analyzed Î² cellshavebeen binned to near 16 nm isotropic voxel size and are available for download via https://betaseg.github.io/. The FIJI plugin BetaSeg Viewer and the plugin for importing KNOSSOS skeletons can be downloaded via the update site https://sites.imagej.net/ betaseg/.,FIB-SEM,~4 nm voxels (rescaled from near-isotropic),7,"3 low-glucose, 4 high-glucose",Rodent,Primary mouse B cells,"Nucleus; Mitochondria; Golgi; Other: Centriole, PC axoneme, insulin secretory granules, PM",Volume; Volume fraction; Dimensions; Count/#; Surface Area; Contacts/Associations,Metabolic State; Other: High glucose v low glucose,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Murata 2014,murata-2014,included,Whole-cell imaging of the budding yeast Saccharomyces cerevisiae by high-voltage scanning transmission electron tomography,24935612,2014,Ultramicroscopy,Technical Article,Not specified,No,No,,hvSTEM,">=5nm(xy), 25nm(z)",1,,Yeast,Saccharomyces cerevisiae,Nucleus; Mitochondria; Vacuole/Lysosome; Other: Cell wall,None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Murphy 2011,murphy-2011,included,Correlative 3D imaging of whole mammalian cells with light and electron microscopy.,21907806,2011,Journal of Structural Biology,Technical Article,Research article (journal online),Yes,No,,FIB-SEM,21 nm isotropic,1,,Human,T cell,Nucleus; Mitochondria,None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Niclis 2015,niclis-2015,included,Three-dimensional imaging of human stem cells using soft X-ray tomography.,26063819,2015,J Royal Society Interface,Research Article,Research article,Yes,No,,SXT,50nm,"12 hESC, 12 hABC","(12 hESC and 12 hAEC imaged, but unclear if whole-cell. Supp material is not annotated. hAEC appear whole-cell from main figures, hESC appear partial)",Human,Human stem cells,Nucleus; Mitochondria; Vacuole/Lysosome; Vesicles; Other: Nucleoli,Volume; Surface Area; Density,Cell Type/Species,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Noske 2008,noske-2008,included,Expedited approaches to whole cell electron tomography and organelle mark-up in situ in high-pressure frozen pancreatic islets.,18069000,2008,Journal of Structural Biology,Technical Article,Not specified,Yes,No,"""Original EM tilt series image stacks, together with the resulting tomographic reconstructions and 3D surface-rendered model data associated with this work have been deposited in the Cell Centered Database (CCDB; http://ncmir.ucsd.edu/CCDB/) (Martone et al., 2002). Associated QuickTimeÂ® movies and high-resolution images derived from the tomograms and 3D rendered models published here are publicly available for download directly from the CCDB or from the Journal of Structural Biology website, or can be provided from the authors on CD-ROM or DVD-ROM on request."" - However, link no longer works",Cryo ET,15-20nm,2,,Rodent,mouse pancreateic insulin-secreting beta cells,Nucleus; Mitochondria; Golgi; MVB; Other: immature granules,Volume; Volume fraction; Dimensions; Count/#; Surface Area; Positioning/Distance; Contacts/Associations,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Oi 2017,oi-2017,included,Three-dimensional intracellular structure of a whole rice mesophyll cell observed with FIB-SEM.,28444369,2017,Annals of Botany,Research Article,Original Articles/Journal Article (online),Yes,No,,FIB-SEM,"25nm xy, 50nm z",3,"1 visible 3D reconstruction, 2 addtl in supp movies (chloroplast counts)",Plant,rice Oryza sativa mesophyll,Nucleus; Chloroplast/Plastid,Volume; Volume fraction; Dimensions; Count/#; Surface Area,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Okumura 2018,okumura-2018,included,Electron tomography of whole cultured cells using novel transmission electron imaging technique.,29049927,2018,Micron,Technical Article,Tutorial,No,No,,Other,xy? 60-80nm in z,1,,"Other: Indian muntjac (deer, large mammal)",Mm2T (Indian Muntjac thymus),Mitochondria; Lipid Droplets; Other: Microvilli,None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Ota 2016,ota-2016,included,Highly efficient lipid production in the green alga Parachlorella kessleri: draft genome and transcriptome endorsed by whole-cell 3D ultrastructure.,26811738,2016,Biotechnology for Biofuels,Research Article,Research,Yes,No,,ssTEM,unclear,3,1 per condition,Other: unicellular green algae,Parachlorella kessleri,"Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Chloroplast/Plastid; Other: pyrenoid, starch granules/starch sheath, ""electron-dense body""",Volume; Volume fraction,Metabolic State; Stressors,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Paredes-Santos 2012,paredes-santos-2012,included,Dynamics and 3D organization of secretory organelles of Toxoplasma gondii.,22155668,2012,Journal of Structural Biology,Research Article,Regular Article/Research Article (journal website),No,No,,FIB-SEM; Other: stereologic analysis of random ultrathin sections (borderline),25nm (FIB-SEM),2,"2 reconstructions stated, 1 full 3D model visualized",Flagellate protist; Other,Toxoplasma gondii,"Other: secretory organelles (microneme, rhoptry, dense granules), conoid","Other: Vol, Vol%, SA (est from stereologic analysis)",Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Parkinson 2008,parkinson-2008,included,Quantitative 3-D imaging of eukaryotic cells using soft X-ray tomography.,18387313,2008,Journal of Structural Biology,Technical Article,Research Article,Yes,No,,SXT,20 nm,4,"1 early cc, 1 pre-division, 1 mother & 1 daughter (attached)",Yeast,Schizosaccharomyces pombe,Nucleus; Mitochondria; Vacuole/Lysosome; Other: unidentified,Volume; Volume fraction; Dimensions; Count/#,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Perktold 2007,perktold-2007,included,Organelle association visualized by three-dimensional ultrastructural imaging of the yeast cell,17419771,2007,FEMS Yeast Res,Research Article,Journal Article,Yes,No,,ssTEM,"<30nm (xy), 80nm (z)",2+,at least one chemically fixed and one cryofixed,Yeast,Saccharomyces cerevisiae,Nucleus; ER; Mitochondria; Vacuole/Lysosome; Lipid Droplets,Volume; Count/#; Surface Area; Positioning/Distance; Contacts/Associations,Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Pokrovskaya 2020,pokrovskaya-2020,included,"3D ultrastructural analysis of Î±â€granule, dense granule, mitochondria, and canalicular system arrangement in resting human platelets",31989087,2019,Res Pract Thromb Haemost,Research Article,Original article,Yes,No,,SBF-SEM,"SBF-SEM: 6.8nm (xy), 30nm (z);",30 cells (10/subject),,Human,Human platelets (resting),Mitochondria; Other: Canicular system,Other: Volume Fraction,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Pokrovskaya 2021,pokrovskaya-2021,included,Structural analysis of resting mouse platelets by 3D-EM reveals an unexpected variation in Î±-granule shape.,32815431,2021,Platelets,Research Article,Plenary Article,Yes,No,,SBF-SEM,"6.7nm xy, 35nm z",10,,Rodent,Resting C57BL/6 mouse platelets,"Mitochondria; Other: dense granules, alpha-granules, canalicular system",Volume; Volume fraction; Dimensions; Count/#; Other: organelle:cell volume scaling,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Pollreisz 2020,pollreisz-2020,included,Atlas of Human Retinal Pigment Epithelium Organelles Significant for Clinical Imaging.,32648890,2020,Invest Ophthalmol Vis Sci.,Research Article,Not specified,Yes,No,,SBF-SEM,5nm xy; 65-75nm z,17,,Human,"Human RPE (perifoveal, native tissue)","Nucleus; Other: melanosomes, lipofuscin granules, rod photoreceptor, cone photoreceptor, apical processes",Volume; Volume fraction; Dimensions; Count/#; Positioning/Distance,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Ramos 2011,ramos-2011,included,Three-dimensional reconstruction of Trypanosoma cruzi epimastigotes and organelle distribution along the cell division cycle.,21567937,2011,Cytometry A,Research Article,Original Article,Yes,No,,ssTEM,ssTEM: 70-80nm z,1,,Flagellate protist,Trypanosoma cruzi,"Nucleus; Mitochondria; Vesicles; Flagella/cilia; Other: glycosomes, acidocalcisomes, kinetoplast",Volume; Count/#,Cell Cycle,Fluorescence data are excluded due to lack of cell boundary,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Rodriguez 2015,rodriguez-2015,included,Three-dimensional coherent X-ray diffractive imaging of whole frozen-hydrated cells.,26306199,2015,IUCrJ,Technical Article,Research Paper,Yes,No,,X-ray diffraction,74-99nm,1,,Other: parasitic protist,Neospora caninum tachyzoite,"Nucleus; Mitochondria; Other: rhoptries, putative apicoplast",Volume; Volume fraction; Dimensions; Density,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Rudlaff 2020,rudlaff-2020,included,Three-dimensional ultrastructure of Plasmodium falciparum throughout cytokinesis.,32511279,2020,PLOS Pathogens,Research Article,Research Article,Yes,Yes,"Y (""All relevant data are within the manuscript and its Supporting Information files.The supplemental files are available for download from the Electron Microscopy Public Image Archive (EMPIAR) as entry EMPIAR-10392(https://w ww.ebi.ac.uk/pdbe/ emdb/empiar/entry/10392/)."")",FIB-SEM,"5nm xy, 20nm z",11,"11 fully rendered & analyzed: 4 early segmentation, 4 mid-segmentation, 1pvm rupture, 2 post-pvm rupture (+/- E54 treatment) 23 full schizonts (48-50hpi, +79 partial); 15 full schizonts in the 46-48hpi (+75 partial)",Flagellate protist,Plasmodium falciparum,"Nucleus; Vacuole/Lysosome; Centrosome/Basal Body; Other: residual body, basal complex, mature and immature rhoptries, apicoplasts, cytostomes, cytostome collars, ""small electron-dense organelles (micronemes)""",Count/#; Contacts/Associations; Other: Nuclear apical buds,Cell Cycle; Stressors; Other: stressor - E64 protease inhibitor treatment,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Sakaguchi 2016,sakaguchi-2016,included,Three-dimensional analysis of morphological changes in the malaria parasite infected red blood cell by serial block-face scanning electron microscopy.,26772147,2016,Journal of Structural Biology,Research Article,Regular Article/Research Article,No,Yes,EMPIAR-10052-10055 (10053 doesn't work),SBF-SEM,"8.22nm xy, 70nm z",22,"22 iRBCs, as well as 10 non-iRBCs which don't count becase they don't have organelles",Human; Other: parasitic protist,Plasmodium falciparum-infected human red blood cells/erythrocytes,"Nucleus; Mitochondria; Vacuole/Lysosome; Vesicles; Other: Maurer's cleft, parasitophorous vacuole, TVN, digestive vacuole, hemoglobin-containing structure",Volume; Volume fraction; Surface Area; Other: volume scaling,Other: developmental/life cycle stages,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Tashyreva 2023,tashyreva-2023,included,Ultrastructure and 3D reconstruction of a diplonemid protist (Diplonemea) and its novel membranous organelle.,37737610,2023,mBio,Research Article,Research Article,Yes,No,,SBF-SEM,"6nm xy, 100nm z",24+,"""dozens"", pg 12 - 7 in Fig 5, 8 in Fig 6 (although 6I looks similar to 5H; lasta 3 in 6A look like 6H & 6I), 5 in Fig 7 (although 3rd & 4th look like 6H; 5th looks like 5C); 2 in Fig 8 (8L looks like 6H & 7H#3); 2 in Fig 9 (9F looks like 7H#1, rotated, 9G could be 7H#3)",Flagellate protist,Lacrimia vacuolata (diplonemid),"Nucleus; Mitochondria; Lipid Droplets; Golgi; Flagella/cilia; Other: cytopharynx, Colv",Dimensions; Positioning/Distance,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Uchida 2009,uchida-2009,included,Soft X-ray tomography of phenotypic switching and the cellular response to antifungal peptoids in Candida albicans.,19880740,2009,Proc Natl Acad Sci USA,Research Article,Research article,Yes,No,,SXT,>=50nm,"21 control, 11 peptoid 1, 10 peptoid 2",,Yeast,Candida albicans,Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Other: Nucleolus,Volume; Volume fraction; Density,"Stressors; Other: stressor - peptoid. 3 cell morphologies - triggers unclear, could be caused by multiple conditions but M&M only states ""The phenotype was switched by modifying the growth conditions, as described in ref. 1."" where ref 1 is a review article that describes a range of things.",,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Uchida 2011,uchida-2011,included,Quantitative analysis of yeast internal architecture using soft X-ray tomography.,21360734,2011,Yeast,Research Article,Research Article,Yes,No,,SXT,50nm,>200,,Yeast,"S cerevisiae (C albicans, Sz. Pombe, data not shown)",Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Other: Nucleolus,Volume; Volume fraction; Count/#; Surface Area; Density,"Cell Cycle; Cell Type/Species; Other: haploid/diploid, cell cycle stages, daughter/mother, WT strains (supp)",,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Umemura 2020,umemura-2020,included,Label-free imaging and analysis of subcellular parts of a living diatom cylindrotheca sp. using optical diffraction tomography.,32382522,2020,MethodsX,Technical Article,Method Article,Yes,No,,Other: Optical diffraction tomography,"100nm lateral, 360 axial",1,,Plankton,diatom Cylindrotheca sp.,Vacuole/Lysosome; Chloroplast/Plastid; Other: protoplasm,"Volume; Surface Area; Density; Shape; Other: concentration, RI, dry mass",,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Uwizeye 2021a,uwizeye-2021a,included,Morphological bases of phytoplankton energy management and physiological responses unveiled by 3D subcellular imaging.,33594064,2021,Nature Communications,Research Article,Article,Yes,Yes,"""The authors declare that all the data supporting the findings of this study are available within the paper and in its supplementary information files. Raw FIB-SEM stacks are available at https://www.ebi.ac.uk/biostudies/studies/S-BSST575. Source data are provided with this paper""",FIB-SEM,4 or 8nm voxels (isotropic),21,3 cells per species,Plankton,"Mammiellophyceae (Micromonas RCC 827), Prymnesiophyceae (Emiliania RCC 909), Pelagophyceae (Pelagomonas RCC 100), Dinophyceae (Symbiodinium RCC 4014 clade A), Cyanidiophyceae (Galdieria SAG 21.92), Bacillariophyceae (Phaeodactylum Pt1 8.6), and Eustigmatophyceae (Nannochloropsis CCMP 526)","Nucleus; Mitochondria; Chloroplast/Plastid; Vesicles; Other: eu/heterochromatin,",Volume; Volume fraction; Surface Area; Contacts/Associations; Other: volume & SA scaling,Light/Dark; Cell Type/Species; Other: Trophic conditions,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Uwizeye 2021b,uwizeye-2021b,included,Cytoklepty in the plankton: A host strategy to optimize the bioenergetic machinery of endosymbiotic algae.,34215695,2021,PNAS,Research Article,Research Article,Yes,Yes,"Raw electron microscopy data are deposited in the Electron Microscopy Public Image Archive (EMPIAR), accession code EMPIAR-10672.",FIB-SEM,5-10 nm iso,27,20 free-living + 7 symbiotic,Plankton; Other: microalgae,"algal endosymbiont Phaeocystis cordata w/ Â and w/o host Acantharia (radiolarian protozoa, marine microplankton)","Nucleus; Mitochondria; Vacuole/Lysosome; Chloroplast/Plastid; Other: plastid sub-compartments: pyrenoid, stroma, thylakoid nucleus sub-compartments: nucleolus, heteroch, euch",Volume; Volume fraction; Surface Area; Positioning/Distance; Contacts/Associations; Shape; Other: volume scaling (plastid/mito),Metabolic State; Other: free-living vs symbiotic,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Valm 2017,valm-2017,included,Applying systems-level spectral imaging and analysis to reveal the organelle interactome,28538724,2017,Nature,Research Article,Research letter,Yes,Yes,Data availability. The authors declare that all data supporting the findings of this study are available within the paper and the Supplementary Information files.,Fluorescence; Other: LLS w/ spectral unmixing,"0.294-0.375um, axial, 0.649-0.947um lateral",10 cells,,NHP,COS-7 adherent cells,ER; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Peroxisome; Golgi,Volume; Volume fraction; Count/#; Positioning/Distance; Contacts/Associations,Metabolic State; Stressors; Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Wacker 2015,wacker-2015,included,Array tomography: characterizing FAC-sorted populations of zebrafish immune cells by their 3D ultrastructure.,25611576,2015,Journal of Microscopy,Technical Article,Themed Issue Paper,Yes,No,,Other: AT (SEM array tomography),"5nm xy, 70nm z",5,"1 thymus, 1 cytotoxic t cell, 1 adrenal medulla neutrophil, 1 ea of unknown cell types (cogwheel and longer process)",Other: fish,"Zebrafish thymus, cytotoxic t cell, adrenal medulla neutrophil & cell types (described as cogwheel and longer process)",Nucleus; ER; Mitochondria; Vacuole/Lysosome; Golgi; Other: azurophilic granules,None,Cell Type/Species,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Wang 2023,wang-2023,included,Spatial topology of organelle is a new breast cancer cell classifier.,37519903,2023,iScience,Technical Article,Article,Yes,No,Data: all the data reported in this study will be shared by the lead contact upon request. Software: The codes used in this iScience manuscript have been uploaded into the GitHub public platform and can be accessed at this web address: https://github.com/ramonbossardi/GithubCode_03162023.,Fluorescence,"40nm xy, 200nm z",80,10 cells per 4 cell lines per 2 culture conditions,Human,"human breast cancer cells MDA231 (triple-negative), T47D (luminal A ER/PR-positive), AU565 (HER2-positive), MCF10A (non-cancerous mammary epithelia)","Nucleus; Mitochondria; Other: early endosomal compartment (EEC), unspecified organelle",Volume; Volume fraction; Dimensions; Count/#; Surface Area; Positioning/Distance; Contacts/Associations; Shape,Cell Type/Species; Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Wayama 2013,wayama-2013,included,Three-dimensional ultrastructural study of oil and astaxanthin accumulation during encystment in the green alga Haematococcus pluvialis.,23326471,2013,PLoS ONE,Research Article,Research Article,Yes,No,,ssTEM,not stated,2,"1 coccoid cell, 1 cyst cell",Flagellate protist,Haematococcus pluvialis (unicellular biflagellate microalgae),"Nucleus; Mitochondria; Chloroplast/Plastid; Golgi; Other: pyrenoid, starch grains/capsules, astaxanthin",Volume; Volume fraction,Metabolic State; Stressors,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Wei 2012,wei-2012,included,High-resolution three-dimensional reconstruction of a whole yeast cell using focused-ion beam scanning electron microscopy.,22780318,2012,Biotechniques,Technical Article,"Biotechniques ""reports""",Yes,No,,FIB-SEM,"3nm isotropic, 5nm isotropic, 3.72nm x 3.72nm x 15nm","3 cells, 1 at each res",(supp data not accessible?),Yeast,Saccharomyces cerevisiae,"Nucleus; ER; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Golgi; Vesicles; Other: Nuclear envelope, hetero/euchromatin, cell wall",Volume; Volume fraction; Dimensions,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
White 2020,white-2020,included,Visualizing subcellular rearrangements in intact Î² cells using soft x-ray tomography.,33298443,2020,Science Advances,Research Article,Research article,Yes,No,,SXT,60nm,40,8 x 5 conditions,Rodent,INS-1E rat insulinoma (pancreatic beta cells),Nucleus; Mitochondria; Lipid Droplets; Vesicles,Volume; Volume fraction; Dimensions; Count/#; Positioning/Distance; Density,Metabolic State,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Wu 2020,wu-2020,included,Multi-scale 3D Cryo-Correlative Microscopy for Vitrified Cells.,32814034,2020,Structure,Technical Article,Resource,Yes,No,"N (""Representative tomogram containing an Hsp104-GFP-positive aggregate densities: EMD-21953. Raw CACM, cryoFIB-SEM, and cryoET data necessary to replicate our analyses can be made available upon request."")","ssTEM; FIB-SEM; Fluorescence; Other: correlative cryo-fluorescence confocal (CACM), volume cryo-FIB-SEM (cryoMAV), cryo-TEM","CACM: xy? 0.42um (z); FIBSEM: 39.19nm milling (z?), pixel size 12.56nm (xy); ssTEM ?",3,comparisons on 1 cell,Yeast,Saccharomyces cerevisiae,Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Vesicles; Other: cell wall/membrane,None,Stressors; Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Xu 2024,xu-2024,included,Near-Native Imaging of Label-Free Silver Nanoparticles-Triggered 3D Subcellular Ultrastructural Reorganization in Microalgae.,38198284,2024,ACS Nano,Research Article,Article,No,No,,SXT,30nm,12,6 ctrl + 6 AgNP-treated,Plant; Flagellate protist,Chlamydomonas reinhartdii,Nucleus; ER; Vacuole/Lysosome; Lipid Droplets; Flagella/cilia; Other: starch granules,Volume; Volume fraction,Stressors,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Yamaguchi 2011,yamaguchi-2011,included,Structome of Saccharomyces cerevisiae determined by freeze-substitution and serial ultrathin-sectioning electron microscopy.,21908548,2011,J Electron Microsc (Tokyo),Research Article,"""Biological: Full-length""",No,No,,Other: ssEM,50nm sections; xy?,6,"(3 G1, 3 early G1)",Yeast,S. cerevisiae,"ER; Mitochondria; Vacuole/Lysosome; Vesicles; Other: MVB, small vesicles, filasomes, virus-like particles - grouped together in ""structome"" volume ratio analysis (Fig 3), separately measured in non whole-cell tomograms (Tables 1-2 etc).",Volume; Volume fraction; Dimensions; Count/#; Positioning/Distance; Contacts/Associations,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Yao 2018,yao-2018,included,Three-dimensional ultrastructural imaging reveals the nanoscale architecture of mammalian cells.,29765603,2018,IUCrJ,Technical Article,Research Paper,Yes,No,,Other: scanning transmission x-ray microscopy (STXM),"75-80nm resolution, 50nm step size",1,,Rodent,mouse peritoneal macrophage,Nucleus; Vacuole/Lysosome,Volume; Dimensions; Density; Shape,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Zechmann 2022,zechmann-2022,included,"Volumetric 3D reconstruction of plant leaf cells using SEM, ion milling, TEM, and serial sectioning.",35522384,2022,Planta,Technical Article,Original article,No,No,Dataset availability The datasets generated during and/or analyzed during the current study are available from the corresponding author on reasonable request.,ssTEM; FIB-SEM,80nm step size (z?); xy?,"2 reconstructions (1 pumpkin, 1 tobacco), 9-396 for volumetric data",,Plant,Cucurbita pepo and Nicotiana tabacum,Nucleus; Mitochondria; Vacuole/Lysosome; Chloroplast/Plastid; Peroxisome,Volume; Volume fraction; Dimensions; Count/#; Surface Area,Cell Type/Species,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Zheng 2012,zheng-2012,included,Quantitative 3D imaging of yeast by hard X-ray tomography.,22505187,2012,Microscopy research and technique,Research Article,Not specified,No,No,,HXT,<50nm,3,,Yeast,Schizosaccharomyces pombe,Mitochondria; Vacuole/Lysosome; Lipid Droplets,Volume; Volume fraction; Dimensions,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
